path,set,subject,modality,matfile,data_offset,size
TrainingSet/P062/t1map_calib.mat,TrainingSet,P062,T1map,t1map_calib.mat,147875860480,8602383
TrainingSet/P062/t1map_ks.mat,TrainingSet,P062,T1map,t1map_ks.mat,147884464640,265243324
TrainingSet/P062/t2map_calib.mat,TrainingSet,P062,T2map,t2map_calib.mat,148149708800,5631761
TrainingSet/P062/t2map_ks.mat,TrainingSet,P062,T2map,t2map_ks.mat,148155342336,49206059
TrainingSet/P063/cine_lax_calib.mat,TrainingSet,P063,Cine LAX,cine_lax_calib.mat,148204549632,124669200
TrainingSet/P063/cine_lax_ks.mat,TrainingSet,P063,Cine LAX,cine_lax_ks.mat,148329220608,357932283
TrainingSet/P063/cine_sax_calib.mat,TrainingSet,P063,Cine SAX,cine_sax_calib.mat,148687153664,464906625
TrainingSet/P063/cine_sax_ks.mat,TrainingSet,P063,Cine SAX,cine_sax_ks.mat,149152061952,1585356490
TrainingSet/P063/t1map_calib.mat,TrainingSet,P063,T1map,t1map_calib.mat,150737419264,8703614
TrainingSet/P063/t1map_ks.mat,TrainingSet,P063,T1map,t1map_ks.mat,150746124800,269844049
TrainingSet/P063/t2map_calib.mat,TrainingSet,P063,T2map,t2map_calib.mat,151015969792,5737019
TrainingSet/P063/t2map_ks.mat,TrainingSet,P063,T2map,t2map_ks.mat,151021708800,49862277
TrainingSet/P064/cine_lax_calib.mat,TrainingSet,P064,Cine LAX,cine_lax_calib.mat,151071572480,117637485
TrainingSet/P064/cine_lax_ks.mat,TrainingSet,P064,Cine LAX,cine_lax_ks.mat,151189211648,286534562
TrainingSet/P064/cine_sax_calib.mat,TrainingSet,P064,Cine SAX,cine_sax_calib.mat,151475746816,501175529
TrainingSet/P064/cine_sax_ks.mat,TrainingSet,P064,Cine SAX,cine_sax_ks.mat,151976924160,1430102339
TrainingSet/P064/t1map_calib.mat,TrainingSet,P064,T1map,t1map_calib.mat,153407027200,10404763
TrainingSet/P064/t1map_ks.mat,TrainingSet,P064,T1map,t1map_ks.mat,153417433600,327182992
TrainingSet/P064/t2map_calib.mat,TrainingSet,P064,T2map,t2map_calib.mat,153744617472,7003719
TrainingSet/P064/t2map_ks.mat,TrainingSet,P064,T2map,t2map_ks.mat,153751623168,60137309
TrainingSet/P065/cine_lax_calib.mat,TrainingSet,P065,Cine LAX,cine_lax_calib.mat,153811761664,112571595
TrainingSet/P065/cine_lax_ks.mat,TrainingSet,P065,Cine LAX,cine_lax_ks.mat,153924335104,367852040
TrainingSet/P065/cine_sax_calib.mat,TrainingSet,P065,Cine SAX,cine_sax_calib.mat,154292188160,483917885
TrainingSet/P065/cine_sax_ks.mat,TrainingSet,P065,Cine SAX,cine_sax_ks.mat,154776108032,1643384530
TrainingSet/P065/t1map_calib.mat,TrainingSet,P065,T1map,t1map_calib.mat,156419493376,8636506
TrainingSet/P065/t1map_ks.mat,TrainingSet,P065,T1map,t1map_ks.mat,156428131840,269150936
TrainingSet/P065/t2map_calib.mat,TrainingSet,P065,T2map,t2map_calib.mat,156697283584,5674114
TrainingSet/P065/t2map_ks.mat,TrainingSet,P065,T2map,t2map_ks.mat,156702959616,49624062
TrainingSet/P066/cine_lax_calib.mat,TrainingSet,P066,Cine LAX,cine_lax_calib.mat,156752584704,107165387
TrainingSet/P066/cine_lax_ks.mat,TrainingSet,P066,Cine LAX,cine_lax_ks.mat,156859751936,349108211
TrainingSet/P066/cine_sax_calib.mat,TrainingSet,P066,Cine SAX,cine_sax_calib.mat,157208860672,362765685
TrainingSet/P066/cine_sax_ks.mat,TrainingSet,P066,Cine SAX,cine_sax_ks.mat,157571628032,1040463073
TrainingSet/P066/t1map_calib.mat,TrainingSet,P066,T1map,t1map_calib.mat,158612091904,10373663
TrainingSet/P066/t1map_ks.mat,TrainingSet,P066,T1map,t1map_ks.mat,158622467584,325612979
TrainingSet/P066/t2map_calib.mat,TrainingSet,P066,T2map,t2map_calib.mat,158948081152,6967002
TrainingSet/P066/t2map_ks.mat,TrainingSet,P066,T2map,t2map_ks.mat,158955049984,60083704
TrainingSet/P067/cine_lax_calib.mat,TrainingSet,P067,Cine LAX,cine_lax_calib.mat,159015134720,113936239
TrainingSet/P067/cine_lax_ks.mat,TrainingSet,P067,Cine LAX,cine_lax_ks.mat,159129072640,328613039
TrainingSet/P067/cine_sax_calib.mat,TrainingSet,P067,Cine SAX,cine_sax_calib.mat,159457686528,409476143
TrainingSet/P067/cine_sax_ks.mat,TrainingSet,P067,Cine SAX,cine_sax_ks.mat,159867164672,1398727671
TrainingSet/P067/t1map_calib.mat,TrainingSet,P067,T1map,t1map_calib.mat,161265892864,8696787
TrainingSet/P067/t1map_ks.mat,TrainingSet,P067,T1map,t1map_ks.mat,161274591232,269009297
TrainingSet/P067/t2map_calib.mat,TrainingSet,P067,T2map,t2map_calib.mat,161543601152,5718078
TrainingSet/P067/t2map_ks.mat,TrainingSet,P067,T2map,t2map_ks.mat,161549321216,49774463
TrainingSet/P068/cine_lax_calib.mat,TrainingSet,P068,Cine LAX,cine_lax_calib.mat,161599096832,108901939
TrainingSet/P068/cine_lax_ks.mat,TrainingSet,P068,Cine LAX,cine_lax_ks.mat,161708000768,293305674
TrainingSet/P068/cine_sax_calib.mat,TrainingSet,P068,Cine SAX,cine_sax_calib.mat,162001307136,353975199
TrainingSet/P068/cine_sax_ks.mat,TrainingSet,P068,Cine SAX,cine_sax_ks.mat,162355283968,1211458571
TrainingSet/P068/t1map_calib.mat,TrainingSet,P068,T1map,t1map_calib.mat,163566743552,8605632
TrainingSet/P068/t1map_ks.mat,TrainingSet,P068,T1map,t1map_ks.mat,163575350784,266420948
TrainingSet/P068/t2map_calib.mat,TrainingSet,P068,T2map,t2map_calib.mat,163841772544,5656088
TrainingSet/P068/t2map_ks.mat,TrainingSet,P068,T2map,t2map_ks.mat,163847430656,49307001
TrainingSet/P069/cine_lax_calib.mat,TrainingSet,P069,Cine LAX,cine_lax_calib.mat,163896738816,110332425
TrainingSet/P069/cine_lax_ks.mat,TrainingSet,P069,Cine LAX,cine_lax_ks.mat,164007073280,359973678
TrainingSet/P069/cine_sax_calib.mat,TrainingSet,P069,Cine SAX,cine_sax_calib.mat,164367047680,385244581
TrainingSet/P069/cine_sax_ks.mat,TrainingSet,P069,Cine SAX,cine_sax_ks.mat,164752293888,1324106852
TrainingSet/P069/t1map_calib.mat,TrainingSet,P069,T1map,t1map_calib.mat,166076401664,10413668
TrainingSet/P069/t1map_ks.mat,TrainingSet,P069,T1map,t1map_ks.mat,166086817280,327219592
TrainingSet/P069/t2map_calib.mat,TrainingSet,P069,T2map,t2map_calib.mat,166414037504,7034168
TrainingSet/P069/t2map_ks.mat,TrainingSet,P069,T2map,t2map_ks.mat,166421073408,60178099
TrainingSet/P070/cine_lax_calib.mat,TrainingSet,P070,Cine LAX,cine_lax_calib.mat,166481252864,136511849
TrainingSet/P070/cine_lax_ks.mat,TrainingSet,P070,Cine LAX,cine_lax_ks.mat,166617766400,328358226
TrainingSet/P070/cine_sax_calib.mat,TrainingSet,P070,Cine SAX,cine_sax_calib.mat,166946125312,392855561
TrainingSet/P070/cine_sax_ks.mat,TrainingSet,P070,Cine SAX,cine_sax_ks.mat,167338982912,1117128703
TrainingSet/P070/t1map_calib.mat,TrainingSet,P070,T1map,t1map_calib.mat,168456112128,8648437
TrainingSet/P070/t1map_ks.mat,TrainingSet,P070,T1map,t1map_ks.mat,168464762368,267149627
TrainingSet/P070/t2map_calib.mat,TrainingSet,P070,T2map,t2map_calib.mat,168731912704,5678410
TrainingSet/P070/t2map_ks.mat,TrainingSet,P070,T2map,t2map_ks.mat,168737592832,49469869
TrainingSet/P071/cine_lax_calib.mat,TrainingSet,P071,Cine LAX,cine_lax_calib.mat,168787063808,136062620
TrainingSet/P071/cine_lax_ks.mat,TrainingSet,P071,Cine LAX,cine_lax_ks.mat,168923128320,386508501
TrainingSet/P071/cine_sax_calib.mat,TrainingSet,P071,Cine SAX,cine_sax_calib.mat,169309637632,506400605
TrainingSet/P071/cine_sax_ks.mat,TrainingSet,P071,Cine SAX,cine_sax_ks.mat,169816039936,1738349473
TrainingSet/P071/t1map_calib.mat,TrainingSet,P071,T1map,t1map_calib.mat,171554390016,10415930
TrainingSet/P071/t1map_ks.mat,TrainingSet,P071,T1map,t1map_ks.mat,171564807680,327133372
TrainingSet/P071/t2map_calib.mat,TrainingSet,P071,T2map,t2map_calib.mat,171891941888,6998424
TrainingSet/P071/t2map_ks.mat,TrainingSet,P071,T2map,t2map_ks.mat,171898941952,60153273
TrainingSet/P072/cine_lax_calib.mat,TrainingSet,P072,Cine LAX,cine_lax_calib.mat,171959096320,103773202
TrainingSet/P072/cine_lax_ks.mat,TrainingSet,P072,Cine LAX,cine_lax_ks.mat,172062871552,334566424
TrainingSet/P072/cine_sax_calib.mat,TrainingSet,P072,Cine SAX,cine_sax_calib.mat,172397438976,336738098
TrainingSet/P072/cine_sax_ks.mat,TrainingSet,P072,Cine SAX,cine_sax_ks.mat,172734178816,947170414
TrainingSet/P072/t1map_calib.mat,TrainingSet,P072,T1map,t1map_calib.mat,173681350144,8685868
TrainingSet/P072/t1map_ks.mat,TrainingSet,P072,T1map,t1map_ks.mat,173690037760,267732100
TrainingSet/P072/t2map_calib.mat,TrainingSet,P072,T2map,t2map_calib.mat,173957770752,5709867
TrainingSet/P072/t2map_ks.mat,TrainingSet,P072,T2map,t2map_ks.mat,173963482624,49629461
TrainingSet/P073/cine_lax_calib.mat,TrainingSet,P073,Cine LAX,cine_lax_calib.mat,174013113344,60330187
TrainingSet/P073/cine_lax_ks.mat,TrainingSet,P073,Cine LAX,cine_lax_ks.mat,174073445376,107702409
TrainingSet/P073/cine_sax_calib.mat,TrainingSet,P073,Cine SAX,cine_sax_calib.mat,174181148672,480766085
TrainingSet/P073/cine_sax_ks.mat,TrainingSet,P073,Cine SAX,cine_sax_ks.mat,174661916672,1394760020
TrainingSet/P073/t1map_calib.mat,TrainingSet,P073,T1map,t1map_calib.mat,176056677376,8704860
TrainingSet/P073/t1map_ks.mat,TrainingSet,P073,T1map,t1map_ks.mat,176065383936,271722233
TrainingSet/P073/t2map_calib.mat,TrainingSet,P073,T2map,t2map_calib.mat,176337106944,5736665
TrainingSet/P073/t2map_ks.mat,TrainingSet,P073,T2map,t2map_ks.mat,176342845440,50115223
TrainingSet/P074/cine_lax_calib.mat,TrainingSet,P074,Cine LAX,cine_lax_calib.mat,176392962048,114333618
TrainingSet/P074/cine_lax_ks.mat,TrainingSet,P074,Cine LAX,cine_lax_ks.mat,176507297280,372493910
TrainingSet/P074/cine_sax_calib.mat,TrainingSet,P074,Cine SAX,cine_sax_calib.mat,176879792128,368590283
TrainingSet/P074/cine_sax_ks.mat,TrainingSet,P074,Cine SAX,cine_sax_ks.mat,177248384000,1037661781
TrainingSet/P074/t1map_calib.mat,TrainingSet,P074,T1map,t1map_calib.mat,178286046720,8642092
TrainingSet/P074/t1map_ks.mat,TrainingSet,P074,T1map,t1map_ks.mat,178294690816,266886734
TrainingSet/P074/t2map_calib.mat,TrainingSet,P074,T2map,t2map_calib.mat,178561578496,5675969
TrainingSet/P074/t2map_ks.mat,TrainingSet,P074,T2map,t2map_ks.mat,178567256064,49451750
TrainingSet/P075/cine_lax_calib.mat,TrainingSet,P075,Cine LAX,cine_lax_calib.mat,178616709120,141392468
TrainingSet/P075/cine_lax_ks.mat,TrainingSet,P075,Cine LAX,cine_lax_ks.mat,178758103552,404381876
TrainingSet/P075/cine_sax_calib.mat,TrainingSet,P075,Cine SAX,cine_sax_calib.mat,179162486272,521036300
TrainingSet/P075/cine_sax_ks.mat,TrainingSet,P075,Cine SAX,cine_sax_ks.mat,179683524608,1794765898
TrainingSet/P075/t1map_calib.mat,TrainingSet,P075,T1map,t1map_calib.mat,181478291456,10430624
TrainingSet/P075/t1map_ks.mat,TrainingSet,P075,T1map,t1map_ks.mat,181488723968,326204441
TrainingSet/P075/t2map_calib.mat,TrainingSet,P075,T2map,t2map_calib.mat,181814929408,7006710
TrainingSet/P075/t2map_ks.mat,TrainingSet,P075,T2map,t2map_ks.mat,181821937664,60081479
TrainingSet/P076/cine_lax_calib.mat,TrainingSet,P076,Cine LAX,cine_lax_calib.mat,181882020352,112213113
TrainingSet/P076/cine_lax_ks.mat,TrainingSet,P076,Cine LAX,cine_lax_ks.mat,181994235392,365730423
TrainingSet/P076/cine_sax_calib.mat,TrainingSet,P076,Cine SAX,cine_sax_calib.mat,182359966720,467648561
TrainingSet/P076/cine_sax_ks.mat,TrainingSet,P076,Cine SAX,cine_sax_ks.mat,182827617280,1328389557
TrainingSet/P076/t1map_calib.mat,TrainingSet,P076,T1map,t1map_calib.mat,184156007424,10411624
TrainingSet/P076/t1map_ks.mat,TrainingSet,P076,T1map,t1map_ks.mat,184166420992,326004074
TrainingSet/P076/t2map_calib.mat,TrainingSet,P076,T2map,t2map_calib.mat,184492425728,7014603
TrainingSet/P076/t2map_ks.mat,TrainingSet,P076,T2map,t2map_ks.mat,184499442176,59970117
TrainingSet/P077/cine_lax_calib.mat,TrainingSet,P077,Cine LAX,cine_lax_calib.mat,184559413760,121625016
TrainingSet/P077/cine_lax_ks.mat,TrainingSet,P077,Cine LAX,cine_lax_ks.mat,184681040384,286967146
TrainingSet/P077/cine_sax_calib.mat,TrainingSet,P077,Cine SAX,cine_sax_calib.mat,184968008192,365316097
TrainingSet/P077/cine_sax_ks.mat,TrainingSet,P077,Cine SAX,cine_sax_ks.mat,185333326336,826483807
TrainingSet/P077/t1map_calib.mat,TrainingSet,P077,T1map,t1map_calib.mat,186159811072,8614152
TrainingSet/P077/t1map_ks.mat,TrainingSet,P077,T1map,t1map_ks.mat,186168427008,267293113
TrainingSet/P077/t2map_calib.mat,TrainingSet,P077,T2map,t2map_calib.mat,186435720704,5658598
TrainingSet/P077/t2map_ks.mat,TrainingSet,P077,T2map,t2map_ks.mat,186441380864,49528649
TrainingSet/P078/cine_lax_calib.mat,TrainingSet,P078,Cine LAX,cine_lax_calib.mat,186490910720,121622639
TrainingSet/P078/cine_lax_ks.mat,TrainingSet,P078,Cine LAX,cine_lax_ks.mat,186612535296,290107722
TrainingSet/P078/cine_sax_calib.mat,TrainingSet,P078,Cine SAX,cine_sax_calib.mat,186902643712,357640758
TrainingSet/P078/cine_sax_ks.mat,TrainingSet,P078,Cine SAX,cine_sax_ks.mat,187260286464,1235714434
TrainingSet/P078/t1map_calib.mat,TrainingSet,P078,T1map,t1map_calib.mat,188496001536,8620324
TrainingSet/P078/t1map_ks.mat,TrainingSet,P078,T1map,t1map_ks.mat,188504623616,267857774
TrainingSet/P078/t2map_calib.mat,TrainingSet,P078,T2map,t2map_calib.mat,188772482048,5667321
TrainingSet/P078/t2map_ks.mat,TrainingSet,P078,T2map,t2map_ks.mat,188778150912,49536039
TrainingSet/P079/cine_lax_calib.mat,TrainingSet,P079,Cine LAX,cine_lax_calib.mat,188827688448,104720712
TrainingSet/P079/cine_lax_ks.mat,TrainingSet,P079,Cine LAX,cine_lax_ks.mat,188932410880,280648714
TrainingSet/P079/cine_sax_calib.mat,TrainingSet,P079,Cine SAX,cine_sax_calib.mat,189213060608,374561214
TrainingSet/P079/cine_sax_ks.mat,TrainingSet,P079,Cine SAX,cine_sax_ks.mat,189587623424,1276750660
TrainingSet/P079/t1map_calib.mat,TrainingSet,P079,T1map,t1map_calib.mat,190864374784,8688108
TrainingSet/P079/t1map_ks.mat,TrainingSet,P079,T1map,t1map_ks.mat,190873064448,268651313
TrainingSet/P079/t2map_calib.mat,TrainingSet,P079,T2map,t2map_calib.mat,191141716480,5702385
TrainingSet/P079/t2map_ks.mat,TrainingSet,P079,T2map,t2map_ks.mat,191147420672,49710816
TrainingSet/P080/cine_lax_calib.mat,TrainingSet,P080,Cine LAX,cine_lax_calib.mat,191197132800,95962697
TrainingSet/P080/cine_lax_ks.mat,TrainingSet,P080,Cine LAX,cine_lax_ks.mat,191293097472,260126468
TrainingSet/P080/t1map_calib.mat,TrainingSet,P080,T1map,t1map_calib.mat,191553224704,8548459
TrainingSet/P080/t1map_ks.mat,TrainingSet,P080,T1map,t1map_ks.mat,191561775104,265262074
TrainingSet/P080/t2map_calib.mat,TrainingSet,P080,T2map,t2map_calib.mat,191827037696,5619193
TrainingSet/P080/t2map_ks.mat,TrainingSet,P080,T2map,t2map_ks.mat,191832658432,49280538
TrainingSet/P081/cine_lax_calib.mat,TrainingSet,P081,Cine LAX,cine_lax_calib.mat,191881940480,128173936
TrainingSet/P081/cine_lax_ks.mat,TrainingSet,P081,Cine LAX,cine_lax_ks.mat,192010116096,368817868
TrainingSet/P081/cine_sax_calib.mat,TrainingSet,P081,Cine SAX,cine_sax_calib.mat,192378934784,457151629
TrainingSet/P081/cine_sax_ks.mat,TrainingSet,P081,Cine SAX,cine_sax_ks.mat,192836088320,1563319431
TrainingSet/P081/t1map_calib.mat,TrainingSet,P081,T1map,t1map_calib.mat,194399408640,10429972
TrainingSet/P081/t1map_ks.mat,TrainingSet,P081,T1map,t1map_ks.mat,194409840640,328172436
TrainingSet/P081/t2map_calib.mat,TrainingSet,P081,T2map,t2map_calib.mat,194738013696,7059643
TrainingSet/P081/t2map_ks.mat,TrainingSet,P081,T2map,t2map_ks.mat,194745075200,60326006
TrainingSet/P082/cine_lax_calib.mat,TrainingSet,P082,Cine LAX,cine_lax_calib.mat,194805402624,103975928
TrainingSet/P082/cine_lax_ks.mat,TrainingSet,P082,Cine LAX,cine_lax_ks.mat,194909380096,341674842
TrainingSet/P082/cine_sax_calib.mat,TrainingSet,P082,Cine SAX,cine_sax_calib.mat,195251055616,396760681
TrainingSet/P082/cine_sax_ks.mat,TrainingSet,P082,Cine SAX,cine_sax_ks.mat,195647818240,1364936244
TrainingSet/P082/t1map_calib.mat,TrainingSet,P082,T1map,t1map_calib.mat,197012755456,10440535
TrainingSet/P082/t1map_ks.mat,TrainingSet,P082,T1map,t1map_ks.mat,197023197696,326922085
TrainingSet/P082/t2map_calib.mat,TrainingSet,P082,T2map,t2map_calib.mat,197350120448,7050405
TrainingSet/P082/t2map_ks.mat,TrainingSet,P082,T2map,t2map_ks.mat,197357172736,60267084
TrainingSet/P083/cine_lax_calib.mat,TrainingSet,P083,Cine LAX,cine_lax_calib.mat,197417441280,76163159
TrainingSet/P083/cine_lax_ks.mat,TrainingSet,P083,Cine LAX,cine_lax_ks.mat,197493606400,255811962
TrainingSet/P083/cine_sax_calib.mat,TrainingSet,P083,Cine SAX,cine_sax_calib.mat,197749419008,294093399
TrainingSet/P083/cine_sax_ks.mat,TrainingSet,P083,Cine SAX,cine_sax_ks.mat,198043514368,1019569855
TrainingSet/P083/t1map_calib.mat,TrainingSet,P083,T1map,t1map_calib.mat,199063085056,10473951
TrainingSet/P083/t1map_ks.mat,TrainingSet,P083,T1map,t1map_ks.mat,199073560576,330725374
TrainingSet/P083/t2map_calib.mat,TrainingSet,P083,T2map,t2map_calib.mat,199404286464,7071363
TrainingSet/P083/t2map_ks.mat,TrainingSet,P083,T2map,t2map_ks.mat,199411359744,60749611
TrainingSet/P084/cine_lax_calib.mat,TrainingSet,P084,Cine LAX,cine_lax_calib.mat,199472110592,90230347
TrainingSet/P084/cine_lax_ks.mat,TrainingSet,P084,Cine LAX,cine_lax_ks.mat,199562342912,243369633
TrainingSet/P084/cine_sax_calib.mat,TrainingSet,P084,Cine SAX,cine_sax_calib.mat,199805713408,316238244
TrainingSet/P084/cine_sax_ks.mat,TrainingSet,P084,Cine SAX,cine_sax_ks.mat,200121953280,906907373
TrainingSet/P084/t1map_calib.mat,TrainingSet,P084,T1map,t1map_calib.mat,201028861440,8609180
TrainingSet/P084/t1map_ks.mat,TrainingSet,P084,T1map,t1map_ks.mat,201037472256,266609661
TrainingSet/P084/t2map_calib.mat,TrainingSet,P084,T2map,t2map_calib.mat,201304082432,5673721
TrainingSet/P084/t2map_ks.mat,TrainingSet,P084,T2map,t2map_ks.mat,201309757952,49450396
TrainingSet/P085/cine_lax_calib.mat,TrainingSet,P085,Cine LAX,cine_lax_calib.mat,201359209472,43768096
TrainingSet/P085/cine_lax_ks.mat,TrainingSet,P085,Cine LAX,cine_lax_ks.mat,201402979328,72632114
TrainingSet/P085/cine_sax_calib.mat,TrainingSet,P085,Cine SAX,cine_sax_calib.mat,201475612160,363873311
TrainingSet/P085/cine_sax_ks.mat,TrainingSet,P085,Cine SAX,cine_sax_ks.mat,201839487488,1037303306
TrainingSet/P085/t1map_calib.mat,TrainingSet,P085,T1map,t1map_calib.mat,202876791808,10396753
TrainingSet/P085/t1map_ks.mat,TrainingSet,P085,T1map,t1map_ks.mat,202887190528,326366495
TrainingSet/P085/t2map_calib.mat,TrainingSet,P085,T2map,t2map_calib.mat,203213557760,7005093
TrainingSet/P085/t2map_ks.mat,TrainingSet,P085,T2map,t2map_ks.mat,203220564480,60127307
TrainingSet/P086/cine_lax_calib.mat,TrainingSet,P086,Cine LAX,cine_lax_calib.mat,203280693248,121696213
TrainingSet/P086/cine_lax_ks.mat,TrainingSet,P086,Cine LAX,cine_lax_ks.mat,203402391040,286670931
TrainingSet/P086/cine_sax_calib.mat,TrainingSet,P086,Cine SAX,cine_sax_calib.mat,203689062912,389945327
TrainingSet/P086/cine_sax_ks.mat,TrainingSet,P086,Cine SAX,cine_sax_ks.mat,204079009792,1326033746
TrainingSet/P086/t1map_calib.mat,TrainingSet,P086,T1map,t1map_calib.mat,205405044224,8595900
TrainingSet/P086/t1map_ks.mat,TrainingSet,P086,T1map,t1map_ks.mat,205413641728,266942187
TrainingSet/P086/t2map_calib.mat,TrainingSet,P086,T2map,t2map_calib.mat,205680584704,5655249
TrainingSet/P086/t2map_ks.mat,TrainingSet,P086,T2map,t2map_ks.mat,205686241792,49406149
TrainingSet/P087/cine_lax_calib.mat,TrainingSet,P087,Cine LAX,cine_lax_calib.mat,205735649280,111283024
TrainingSet/P087/cine_lax_ks.mat,TrainingSet,P087,Cine LAX,cine_lax_ks.mat,205846934016,299483831
TrainingSet/P087/cine_sax_calib.mat,TrainingSet,P087,Cine SAX,cine_sax_calib.mat,206146418688,387386905
TrainingSet/P087/cine_sax_ks.mat,TrainingSet,P087,Cine SAX,cine_sax_ks.mat,206533807616,879815916
TrainingSet/P087/t1map_calib.mat,TrainingSet,P087,T1map,t1map_calib.mat,207413624320,8591244
TrainingSet/P087/t1map_ks.mat,TrainingSet,P087,T1map,t1map_ks.mat,207422217216,266316311
TrainingSet/P087/t2map_calib.mat,TrainingSet,P087,T2map,t2map_calib.mat,207688534528,5643387
TrainingSet/P087/t2map_ks.mat,TrainingSet,P087,T2map,t2map_ks.mat,207694179840,49329704
TrainingSet/P088/cine_lax_calib.mat,TrainingSet,P088,Cine LAX,cine_lax_calib.mat,207743511040,93002780
TrainingSet/P088/cine_lax_ks.mat,TrainingSet,P088,Cine LAX,cine_lax_ks.mat,207836515840,308435379
TrainingSet/P088/cine_sax_calib.mat,TrainingSet,P088,Cine SAX,cine_sax_calib.mat,208144951808,335726666
TrainingSet/P088/cine_sax_ks.mat,TrainingSet,P088,Cine SAX,cine_sax_ks.mat,208480680448,1148202296
TrainingSet/P088/t1map_calib.mat,TrainingSet,P088,T1map,t1map_calib.mat,209628883456,10428396
TrainingSet/P088/t1map_ks.mat,TrainingSet,P088,T1map,t1map_ks.mat,209639313408,326761451
TrainingSet/P088/t2map_calib.mat,TrainingSet,P088,T2map,t2map_calib.mat,209966075392,7049629
TrainingSet/P088/t2map_ks.mat,TrainingSet,P088,T2map,t2map_ks.mat,209973126656,60238536
TrainingSet/P089/cine_lax_calib.mat,TrainingSet,P089,Cine LAX,cine_lax_calib.mat,210033366528,126675308
TrainingSet/P089/cine_lax_ks.mat,TrainingSet,P089,Cine LAX,cine_lax_ks.mat,210160043520,363425612
TrainingSet/P089/cine_sax_calib.mat,TrainingSet,P089,Cine SAX,cine_sax_calib.mat,210523469824,379518474
TrainingSet/P089/cine_sax_ks.mat,TrainingSet,P089,Cine SAX,cine_sax_ks.mat,210902990336,864594005
TrainingSet/P089/t1map_calib.mat,TrainingSet,P089,T1map,t1map_calib.mat,211767585280,10381261
TrainingSet/P089/t1map_ks.mat,TrainingSet,P089,T1map,t1map_ks.mat,211777968128,325544503
TrainingSet/P089/t2map_calib.mat,TrainingSet,P089,T2map,t2map_calib.mat,212103513600,7000624
TrainingSet/P089/t2map_ks.mat,TrainingSet,P089,T2map,t2map_ks.mat,212110516224,60159506
TrainingSet/P090/cine_lax_calib.mat,TrainingSet,P090,Cine LAX,cine_lax_calib.mat,212170677248,106491052
TrainingSet/P090/cine_lax_ks.mat,TrainingSet,P090,Cine LAX,cine_lax_ks.mat,212277170176,346317240
TrainingSet/P090/cine_sax_calib.mat,TrainingSet,P090,Cine SAX,cine_sax_calib.mat,212623488000,372060620
TrainingSet/P090/cine_sax_ks.mat,TrainingSet,P090,Cine SAX,cine_sax_ks.mat,212995550208,1058449053
TrainingSet/P090/t1map_calib.mat,TrainingSet,P090,T1map,t1map_calib.mat,214054000128,8707376
TrainingSet/P090/t1map_ks.mat,TrainingSet,P090,T1map,t1map_ks.mat,214062709248,269224811
TrainingSet/P090/t2map_calib.mat,TrainingSet,P090,T2map,t2map_calib.mat,214331934720,5744638
TrainingSet/P090/t2map_ks.mat,TrainingSet,P090,T2map,t2map_ks.mat,214337680896,49764809
TrainingSet/P091/cine_lax_calib.mat,TrainingSet,P091,Cine LAX,cine_lax_calib.mat,214387446784,141773447
TrainingSet/P091/cine_lax_ks.mat,TrainingSet,P091,Cine LAX,cine_lax_ks.mat,214529222144,340707892
TrainingSet/P091/cine_sax_calib.mat,TrainingSet,P091,Cine SAX,cine_sax_calib.mat,214869931008,488989789
TrainingSet/P091/cine_sax_ks.mat,TrainingSet,P091,Cine SAX,cine_sax_ks.mat,215358922752,1396680509
TrainingSet/P091/t1map_calib.mat,TrainingSet,P091,T1map,t1map_calib.mat,216755603968,10335978
TrainingSet/P091/t1map_ks.mat,TrainingSet,P091,T1map,t1map_ks.mat,216765941760,325462534
TrainingSet/P091/t2map_calib.mat,TrainingSet,P091,T2map,t2map_calib.mat,217091405312,6886880
TrainingSet/P091/t2map_ks.mat,TrainingSet,P091,T2map,t2map_ks.mat,217098293760,59819443
TrainingSet/P092/cine_lax_calib.mat,TrainingSet,P092,Cine LAX,cine_lax_calib.mat,217158114304,99928953
TrainingSet/P092/cine_lax_ks.mat,TrainingSet,P092,Cine LAX,cine_lax_ks.mat,217258044928,268910420
TrainingSet/P092/cine_sax_calib.mat,TrainingSet,P092,Cine SAX,cine_sax_calib.mat,217526956032,306768069
TrainingSet/P092/cine_sax_ks.mat,TrainingSet,P092,Cine SAX,cine_sax_ks.mat,217833725952,1055435257
TrainingSet/P092/t1map_calib.mat,TrainingSet,P092,T1map,t1map_calib.mat,218889161728,8620531
TrainingSet/P092/t1map_ks.mat,TrainingSet,P092,T1map,t1map_ks.mat,218897783808,266951607
TrainingSet/P092/t2map_calib.mat,TrainingSet,P092,T2map,t2map_calib.mat,219164736000,5664402
TrainingSet/P092/t2map_ks.mat,TrainingSet,P092,T2map,t2map_ks.mat,219170402304,49516950
TrainingSet/P093/cine_lax_calib.mat,TrainingSet,P093,Cine LAX,cine_lax_calib.mat,219219920384,120747754
TrainingSet/P093/cine_lax_ks.mat,TrainingSet,P093,Cine LAX,cine_lax_ks.mat,219340669952,288140513
TrainingSet/P093/cine_sax_calib.mat,TrainingSet,P093,Cine SAX,cine_sax_calib.mat,219628811264,431010477
TrainingSet/P093/cine_sax_ks.mat,TrainingSet,P093,Cine SAX,cine_sax_ks.mat,220059823616,1460066788
TrainingSet/P093/t1map_calib.mat,TrainingSet,P093,T1map,t1map_calib.mat,221519890944,8599489
